PeriodEnd,PeriodStart,Period,AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowDepth,SurfacePressure,Time,WindDirection10m,WindSpeed10m,Zenith
2014-08-19T00:00:00Z,2014-08-18T23:00:00Z,PT60M,22.3,0.13,8,97.2,22.0,0,0,0,0,0,0,57.9,98.3,0.0,1002.6,2014-08-19T00:00:00Z,222,1.5,160
2014-08-19T01:00:00Z,2014-08-19T00:00:00Z,PT60M,22.3,0.13,-31,97.6,22.0,0,0,0,0,0,0,57.7,98.3,0.0,1002.3,2014-08-19T01:00:00Z,224,1.6,156
2014-08-19T02:00:00Z,2014-08-19T01:00:00Z,PT60M,22.3,0.13,-53,98.5,22.1,0,0,0,0,0,0,57.6,98.5,0.0,1001.9,2014-08-19T02:00:00Z,227,1.5,146
2014-08-19T03:00:00Z,2014-08-19T02:00:00Z,PT60M,22.3,0.13,-64,98.1,22.1,0,0,0,0,0,0,57.6,98.7,0.0,1001.4,2014-08-19T03:00:00Z,231,1.5,134
2014-08-19T04:00:00Z,2014-08-19T03:00:00Z,PT60M,22.3,0.13,-71,97.5,22.1,0,0,0,0,0,0,57.6,98.8,0.0,1001.3,2014-08-19T04:00:00Z,231,1.5,120
2014-08-19T05:00:00Z,2014-08-19T04:00:00Z,PT60M,22.3,0.13,-74,94.5,22.1,0,0,0,0,0,0,57.6,98.8,0.0,1001.7,2014-08-19T05:00:00Z,228,1.6,106
2014-08-19T06:00:00Z,2014-08-19T05:00:00Z,PT60M,22.3,0.13,-76,86.7,22.1,3,0,0,3,3,3,57.7,98.8,0.0,1002.0,2014-08-19T06:00:00Z,224,1.6,91
2014-08-19T07:00:00Z,2014-08-19T06:00:00Z,PT60M,22.4,0.13,-78,39.8,22.2,96,0,0,96,96,96,57.8,98.8,0.0,1002.4,2014-08-19T07:00:00Z,224,1.7,77
2014-08-19T08:00:00Z,2014-08-19T07:00:00Z,PT60M,22.6,0.13,-78,47.3,22.4,205,0,0,205,204,205,57.9,98.8,0.0,1002.9,2014-08-19T08:00:00Z,226,1.9,62
2014-08-19T09:00:00Z,2014-08-19T08:00:00Z,PT60M,22.8,0.13,-78,40.1,22.6,376,0,0,376,375,376,58.0,98.8,0.0,1003.3,2014-08-19T09:00:00Z,228,2.0,47
2014-08-19T10:00:00Z,2014-08-19T09:00:00Z,PT60M,23.3,0.13,-75,51.1,22.9,393,0,0,393,392,393,58.1,97.5,0.0,1003.3,2014-08-19T10:00:00Z,230,2.2,33
2014-08-19T11:00:00Z,2014-08-19T10:00:00Z,PT60M,24.2,0.13,-66,45.8,23.4,505,0,0,505,503,505,58.2,95.2,0.0,1002.9,2014-08-19T11:00:00Z,232,2.2,19
2014-08-19T12:00:00Z,2014-08-19T11:00:00Z,PT60M,25.1,0.13,-17,40.3,23.9,583,3,3,587,585,587,58.4,92.9,0.0,1002.5,2014-08-19T12:00:00Z,233,2.3,8
2014-08-19T13:00:00Z,2014-08-19T12:00:00Z,PT60M,25.3,0.13,57,32.9,24.0,608,36,35,643,640,643,58.3,92.7,0.0,1002.0,2014-08-19T13:00:00Z,233,2.3,14
2014-08-19T14:00:00Z,2014-08-19T13:00:00Z,PT60M,24.8,0.13,73,56.9,23.9,375,0,0,375,374,375,57.9,94.7,0.0,1001.2,2014-08-19T14:00:00Z,231,2.1,28
2014-08-19T15:00:00Z,2014-08-19T14:00:00Z,PT60M,24.3,0.13,77,43.9,23.7,362,31,21,383,381,397,57.6,96.7,0.0,1000.5,2014-08-19T15:00:00Z,228,2.0,42
2014-08-19T16:00:00Z,2014-08-19T15:00:00Z,PT60M,23.8,0.13,78,25.9,23.5,315,73,43,358,355,401,57.2,98.0,0.0,1000.2,2014-08-19T16:00:00Z,226,1.8,57
2014-08-19T17:00:00Z,2014-08-19T16:00:00Z,PT60M,23.5,0.13,78,24.9,23.3,167,39,9,177,176,206,56.8,98.5,0.0,1000.5,2014-08-19T17:00:00Z,224,1.7,71
2014-08-19T18:00:00Z,2014-08-19T17:00:00Z,PT60M,23.2,0.13,77,34.4,23.0,31,23,3,35,35,46,56.3,99.0,0.0,1000.7,2014-08-19T18:00:00Z,221,1.5,86
2014-08-19T19:00:00Z,2014-08-19T18:00:00Z,PT60M,23.0,0.13,75,40.7,22.8,0,0,0,0,0,0,56.0,99.2,0.0,1001.3,2014-08-19T19:00:00Z,219,1.3,100
2014-08-19T20:00:00Z,2014-08-19T19:00:00Z,PT60M,22.9,0.13,72,44.5,22.8,0,0,0,0,0,0,55.7,99.2,0.0,1002.1,2014-08-19T20:00:00Z,219,1.1,115
2014-08-19T21:00:00Z,2014-08-19T20:00:00Z,PT60M,22.8,0.13,67,52.6,22.7,0,0,0,0,0,0,55.4,99.2,0.0,1003.0,2014-08-19T21:00:00Z,220,0.9,129
2014-08-19T22:00:00Z,2014-08-19T21:00:00Z,PT60M,22.7,0.13,59,51.0,22.6,0,0,0,0,0,0,55.2,99.2,0.0,1003.2,2014-08-19T22:00:00Z,221,0.8,142
2014-08-19T23:00:00Z,2014-08-19T22:00:00Z,PT60M,22.6,0.13,41,58.2,22.5,0,0,0,0,0,0,55.1,99.1,0.0,1003.0,2014-08-19T23:00:00Z,224,1.0,154
2014-08-20T00:00:00Z,2014-08-19T23:00:00Z,PT60M,22.5,0.13,8,67.8,22.3,0,0,0,0,0,0,55.0,99.1,0.0,1002.7,2014-08-20T00:00:00Z,226,1.2,160
2014-08-20T01:00:00Z,2014-08-20T00:00:00Z,PT60M,22.4,0.12,-31,71.1,22.3,0,0,0,0,0,0,54.8,99.2,0.0,1002.4,2014-08-20T01:00:00Z,224,1.3,157
2014-08-20T02:00:00Z,2014-08-20T01:00:00Z,PT60M,22.5,0.12,-54,69.5,22.4,0,0,0,0,0,0,54.7,99.5,0.0,1002.1,2014-08-20T02:00:00Z,219,1.4,147
2014-08-20T03:00:00Z,2014-08-20T02:00:00Z,PT60M,22.5,0.12,-65,69.3,22.5,0,0,0,0,0,0,54.6,99.8,0.0,1001.7,2014-08-20T03:00:00Z,215,1.6,134
2014-08-20T04:00:00Z,2014-08-20T03:00:00Z,PT60M,22.5,0.12,-71,69.0,22.5,0,0,0,0,0,0,54.6,99.9,0.0,1001.7,2014-08-20T04:00:00Z,211,1.6,120
2014-08-20T05:00:00Z,2014-08-20T04:00:00Z,PT60M,22.5,0.12,-75,82.4,22.4,0,0,0,0,0,0,54.6,99.7,0.0,1002.0,2014-08-20T05:00:00Z,205,1.6,106
2014-08-20T06:00:00Z,2014-08-20T05:00:00Z,PT60M,22.5,0.12,-77,89.9,22.4,2,12,1,4,3,7,54.6,99.5,0.0,1002.3,2014-08-20T06:00:00Z,198,1.5,91
2014-08-20T07:00:00Z,2014-08-20T06:00:00Z,PT60M,22.6,0.12,-78,5.9,22.5,80,313,80,160,150,352,54.6,99.1,0.0,1002.7,2014-08-20T07:00:00Z,196,1.6,77
2014-08-20T08:00:00Z,2014-08-20T07:00:00Z,PT60M,22.9,0.12,-79,5.3,22.7,152,512,232,384,370,712,54.5,98.5,0.0,1003.1,2014-08-20T08:00:00Z,198,1.7,62
2014-08-20T09:00:00Z,2014-08-20T08:00:00Z,PT60M,23.2,0.12,-78,32.2,22.8,382,66,46,429,426,457,54.5,97.9,0.0,1003.5,2014-08-20T09:00:00Z,199,1.9,47
2014-08-20T10:00:00Z,2014-08-20T09:00:00Z,PT60M,23.9,0.12,-76,14.0,23.1,319,450,387,707,696,781,54.3,95.5,0.0,1003.4,2014-08-20T10:00:00Z,205,2.1,33
2014-08-20T11:00:00Z,2014-08-20T10:00:00Z,PT60M,25.1,0.12,-67,23.1,23.6,348,395,368,716,706,747,53.9,91.6,0.0,1002.9,2014-08-20T11:00:00Z,213,2.5,19
2014-08-20T12:00:00Z,2014-08-20T11:00:00Z,PT60M,26.3,0.12,-17,63.5,24.1,361,0,0,361,360,361,53.5,88.0,0.0,1002.5,2014-08-20T12:00:00Z,219,3.0,8
2014-08-20T13:00:00Z,2014-08-20T12:00:00Z,PT60M,26.4,0.12,58,84.5,24.2,150,0,0,150,149,150,53.4,88.0,0.0,1002.0,2014-08-20T13:00:00Z,221,3.2,14
2014-08-20T14:00:00Z,2014-08-20T13:00:00Z,PT60M,25.4,0.12,74,82.2,23.9,152,0,0,152,152,152,53.6,91.5,0.0,1001.5,2014-08-20T14:00:00Z,221,3.4,28
2014-08-20T15:00:00Z,2014-08-20T14:00:00Z,PT60M,24.5,0.12,78,68.4,23.6,217,0,0,217,217,217,53.8,95.1,0.0,1001.0,2014-08-20T15:00:00Z,221,3.5,42
2014-08-20T16:00:00Z,2014-08-20T15:00:00Z,PT60M,23.7,0.12,79,77.5,23.3,109,0,0,109,109,109,53.8,97.4,0.0,1001.0,2014-08-20T16:00:00Z,220,3.4,57
2014-08-20T17:00:00Z,2014-08-20T16:00:00Z,PT60M,23.2,0.12,79,54.3,22.9,104,0,0,104,104,104,53.8,98.2,0.0,1001.4,2014-08-20T17:00:00Z,221,3.2,71
2014-08-20T18:00:00Z,2014-08-20T17:00:00Z,PT60M,22.7,0.12,78,52.4,22.6,22,0,0,22,22,22,53.8,99.0,0.0,1001.8,2014-08-20T18:00:00Z,221,3.0,86
2014-08-20T19:00:00Z,2014-08-20T18:00:00Z,PT60M,22.5,0.12,76,51.8,22.4,0,0,0,0,0,0,53.8,99.4,0.0,1002.4,2014-08-20T19:00:00Z,220,2.7,100
2014-08-20T20:00:00Z,2014-08-20T19:00:00Z,PT60M,22.4,0.12,73,58.4,22.3,0,0,0,0,0,0,53.6,99.4,0.0,1003.1,2014-08-20T20:00:00Z,219,2.3,115
2014-08-20T21:00:00Z,2014-08-20T20:00:00Z,PT60M,22.3,0.12,68,65.2,22.2,0,0,0,0,0,0,53.5,99.4,0.0,1003.9,2014-08-20T21:00:00Z,217,1.9,129
2014-08-20T22:00:00Z,2014-08-20T21:00:00Z,PT60M,22.4,0.12,59,70.4,22.2,0,0,0,0,0,0,53.8,99.3,0.0,1004.1,2014-08-20T22:00:00Z,216,1.7,142
2014-08-20T23:00:00Z,2014-08-20T22:00:00Z,PT60M,22.5,0.12,42,76.9,22.3,0,0,0,0,0,0,54.6,99.1,0.0,1003.8,2014-08-20T23:00:00Z,218,1.5,154
2014-08-21T00:00:00Z,2014-08-20T23:00:00Z,PT60M,22.6,0.12,8,80.2,22.4,0,0,0,0,0,0,55.4,98.9,0.0,1003.4,2014-08-21T00:00:00Z,221,1.4,160
2014-08-21T01:00:00Z,2014-08-21T00:00:00Z,PT60M,22.6,0.13,-32,82.4,22.4,0,0,0,0,0,0,55.9,98.9,0.0,1003.1,2014-08-21T01:00:00Z,222,1.4,157
2014-08-21T02:00:00Z,2014-08-21T01:00:00Z,PT60M,22.7,0.13,-54,90.7,22.5,0,0,0,0,0,0,56.0,99.1,0.0,1002.7,2014-08-21T02:00:00Z,223,1.5,147
2014-08-21T03:00:00Z,2014-08-21T02:00:00Z,PT60M,22.7,0.13,-65,88.4,22.6,0,0,0,0,0,0,56.1,99.3,0.0,1002.3,2014-08-21T03:00:00Z,223,1.6,134
2014-08-21T04:00:00Z,2014-08-21T03:00:00Z,PT60M,22.7,0.13,-71,94.3,22.6,0,0,0,0,0,0,56.3,99.4,0.0,1002.3,2014-08-21T04:00:00Z,222,1.6,120
2014-08-21T05:00:00Z,2014-08-21T04:00:00Z,PT60M,22.7,0.13,-75,96.0,22.6,0,0,0,0,0,0,56.5,99.5,0.0,1002.8,2014-08-21T05:00:00Z,220,1.5,106
2014-08-21T06:00:00Z,2014-08-21T05:00:00Z,PT60M,22.7,0.13,-77,89.6,22.6,2,0,0,2,2,2,56.6,99.6,0.0,1003.2,2014-08-21T06:00:00Z,218,1.4,91
2014-08-21T07:00:00Z,2014-08-21T06:00:00Z,PT60M,22.8,0.13,-78,54.8,22.7,76,0,0,76,76,76,56.9,99.3,0.0,1003.7,2014-08-21T07:00:00Z,218,1.5,77
2014-08-21T08:00:00Z,2014-08-21T07:00:00Z,PT60M,23.0,0.13,-79,74.3,22.8,105,0,0,105,104,105,57.3,98.6,0.0,1004.3,2014-08-21T08:00:00Z,219,1.8,62
2014-08-21T09:00:00Z,2014-08-21T08:00:00Z,PT60M,23.2,0.13,-79,56.4,22.9,272,0,0,272,271,272,57.7,97.9,0.0,1004.8,2014-08-21T09:00:00Z,220,2.0,47
2014-08-21T10:00:00Z,2014-08-21T09:00:00Z,PT60M,23.6,0.13,-76,68.6,23.1,253,0,0,253,253,253,57.7,97.1,0.0,1004.8,2014-08-21T10:00:00Z,229,2.2,33
2014-08-21T11:00:00Z,2014-08-21T10:00:00Z,PT60M,24.1,0.13,-68,68.3,23.4,298,0,0,298,297,298,57.4,96.2,0.0,1004.3,2014-08-21T11:00:00Z,244,2.4,19
2014-08-21T12:00:00Z,2014-08-21T11:00:00Z,PT60M,24.6,0.13,-18,79.2,23.8,205,0,0,205,205,205,57.1,95.3,0.0,1003.8,2014-08-21T12:00:00Z,256,2.7,8
2014-08-21T13:00:00Z,2014-08-21T12:00:00Z,PT60M,24.5,0.13,60,81.6,23.8,176,0,0,176,175,176,57.1,95.5,0.0,1003.2,2014-08-21T13:00:00Z,260,3.0,14
2014-08-21T14:00:00Z,2014-08-21T13:00:00Z,PT60M,24.0,0.13,75,50.9,23.4,424,0,0,424,423,424,57.2,96.7,0.0,1002.6,2014-08-21T14:00:00Z,258,3.0,28
2014-08-21T15:00:00Z,2014-08-21T14:00:00Z,PT60M,23.4,0.13,78,62.4,23.0,266,0,0,266,265,266,57.3,97.9,0.0,1001.9,2014-08-21T15:00:00Z,257,3.0,42
2014-08-21T16:00:00Z,2014-08-21T15:00:00Z,PT60M,23.0,0.13,79,53.7,22.7,220,0,0,220,220,220,57.3,98.6,0.0,1001.7,2014-08-21T16:00:00Z,257,3.0,57
2014-08-21T17:00:00Z,2014-08-21T16:00:00Z,PT60M,22.7,0.13,79,19.1,22.5,153,133,41,194,190,298,57.1,98.8,0.0,1002.0,2014-08-21T17:00:00Z,257,2.8,71
2014-08-21T18:00:00Z,2014-08-21T17:00:00Z,PT60M,22.5,0.13,78,52.0,22.3,24,81,11,37,34,63,57.0,99.0,0.0,1002.2,2014-08-21T18:00:00Z,257,2.6,86
2014-08-21T19:00:00Z,2014-08-21T18:00:00Z,PT60M,22.3,0.13,76,86.6,22.1,0,0,0,0,0,0,56.8,99.2,0.0,1002.7,2014-08-21T19:00:00Z,257,2.4,101
2014-08-21T20:00:00Z,2014-08-21T19:00:00Z,PT60M,22.2,0.13,73,91.1,22.0,0,0,0,0,0,0,56.5,99.3,0.0,1003.3,2014-08-21T20:00:00Z,258,2.2,115
2014-08-21T21:00:00Z,2014-08-21T20:00:00Z,PT60M,22.1,0.13,68,93.0,22.0,0,0,0,0,0,0,56.2,99.3,0.0,1004.0,2014-08-21T21:00:00Z,259,2.0,129
2014-08-21T22:00:00Z,2014-08-21T21:00:00Z,PT60M,22.1,0.13,60,93.1,22.0,0,0,0,0,0,0,56.3,99.3,0.0,1004.0,2014-08-21T22:00:00Z,256,2.1,142
2014-08-21T23:00:00Z,2014-08-21T22:00:00Z,PT60M,22.4,0.13,42,97.0,22.2,0,0,0,0,0,0,56.6,99.1,0.0,1003.6,2014-08-21T23:00:00Z,251,2.5,154
2014-08-22T00:00:00Z,2014-08-21T23:00:00Z,PT60M,22.6,0.13,8,97.6,22.4,0,0,0,0,0,0,56.9,98.9,0.0,1003.1,2014-08-22T00:00:00Z,247,2.9,161
2014-08-22T01:00:00Z,2014-08-22T00:00:00Z,PT60M,22.6,0.13,-32,97.8,22.4,0,0,0,0,0,0,56.8,98.9,0.0,1002.7,2014-08-22T01:00:00Z,245,2.9,157
2014-08-22T02:00:00Z,2014-08-22T01:00:00Z,PT60M,22.3,0.13,-55,93.1,22.1,0,0,0,0,0,0,56.4,99.0,0.0,1002.3,2014-08-22T02:00:00Z,246,2.7,147
2014-08-22T03:00:00Z,2014-08-22T02:00:00Z,PT60M,22.0,0.13,-66,98.0,21.8,0,0,0,0,0,0,56.0,99.2,0.0,1001.9,2014-08-22T03:00:00Z,246,2.4,134
2014-08-22T04:00:00Z,2014-08-22T03:00:00Z,PT60M,21.8,0.13,-72,97.8,21.7,0,0,0,0,0,0,55.6,99.2,0.0,1001.9,2014-08-22T04:00:00Z,247,2.3,120
2014-08-22T05:00:00Z,2014-08-22T04:00:00Z,PT60M,21.8,0.13,-75,98.5,21.6,0,0,0,0,0,0,55.2,99.0,0.0,1002.3,2014-08-22T05:00:00Z,248,2.4,106
2014-08-22T06:00:00Z,2014-08-22T05:00:00Z,PT60M,21.8,0.13,-77,92.4,21.6,2,0,0,2,2,2,54.8,98.9,0.0,1002.7,2014-08-22T06:00:00Z,249,2.4,91
2014-08-22T07:00:00Z,2014-08-22T06:00:00Z,PT60M,22.0,0.13,-79,66.0,21.7,52,0,0,52,52,52,54.7,98.4,0.0,1003.1,2014-08-22T07:00:00Z,250,2.7,77
2014-08-22T08:00:00Z,2014-08-22T07:00:00Z,PT60M,22.3,0.13,-79,76.0,21.9,99,0,0,99,98,99,54.7,97.6,0.0,1003.6,2014-08-22T08:00:00Z,251,3.2,62
2014-08-22T09:00:00Z,2014-08-22T08:00:00Z,PT60M,22.6,0.13,-79,64.5,22.1,227,0,0,227,227,227,54.8,96.8,0.0,1004.1,2014-08-22T09:00:00Z,252,3.7,47
2014-08-22T10:00:00Z,2014-08-22T09:00:00Z,PT60M,23.1,0.13,-77,68.6,22.5,255,0,0,255,254,255,54.8,96.1,0.0,1004.1,2014-08-22T10:00:00Z,252,3.9,33
2014-08-22T11:00:00Z,2014-08-22T10:00:00Z,PT60M,23.8,0.13,-69,77.1,23.0,215,0,0,215,214,215,54.8,95.5,0.0,1003.6,2014-08-22T11:00:00Z,251,3.6,18
2014-08-22T12:00:00Z,2014-08-22T11:00:00Z,PT60M,24.4,0.13,-18,84.1,23.5,157,0,0,157,157,157,54.8,94.9,0.0,1003.2,2014-08-22T12:00:00Z,250,3.4,8
2014-08-22T13:00:00Z,2014-08-22T12:00:00Z,PT60M,24.6,0.13,61,95.4,23.6,45,0,0,45,45,45,54.9,94.7,0.0,1002.6,2014-08-22T13:00:00Z,247,3.2,14
2014-08-22T14:00:00Z,2014-08-22T13:00:00Z,PT60M,24.2,0.13,76,91.6,23.3,71,0,0,71,71,71,55.3,94.9,0.0,1001.9,2014-08-22T14:00:00Z,244,2.9,28
2014-08-22T15:00:00Z,2014-08-22T14:00:00Z,PT60M,23.9,0.13,79,78.2,23.0,150,0,0,150,149,150,55.6,95.1,0.0,1001.2,2014-08-22T15:00:00Z,240,2.7,42
2014-08-22T16:00:00Z,2014-08-22T15:00:00Z,PT60M,23.5,0.13,80,78.4,22.8,105,0,0,105,105,105,55.8,95.7,0.0,1001.1,2014-08-22T16:00:00Z,238,2.6,57
2014-08-22T17:00:00Z,2014-08-22T16:00:00Z,PT60M,23.1,0.13,79,71.6,22.5,65,0,0,65,65,65,55.7,96.7,0.0,1001.6,2014-08-22T17:00:00Z,238,2.7,72
2014-08-22T18:00:00Z,2014-08-22T17:00:00Z,PT60M,22.6,0.13,78,66.2,22.2,21,0,0,21,21,21,55.7,97.7,0.0,1002.1,2014-08-22T18:00:00Z,238,2.8,86
2014-08-22T19:00:00Z,2014-08-22T18:00:00Z,PT60M,22.3,0.13,76,86.9,22.0,0,0,0,0,0,0,55.6,98.3,0.0,1002.7,2014-08-22T19:00:00Z,239,2.8,101
2014-08-22T20:00:00Z,2014-08-22T19:00:00Z,PT60M,22.0,0.13,73,83.8,21.8,0,0,0,0,0,0,55.4,98.5,0.0,1003.4,2014-08-22T20:00:00Z,241,2.8,115
2014-08-22T21:00:00Z,2014-08-22T20:00:00Z,PT60M,21.8,0.13,69,83.1,21.6,0,0,0,0,0,0,55.2,98.7,0.0,1004.0,2014-08-22T21:00:00Z,244,2.8,129
2014-08-22T22:00:00Z,2014-08-22T21:00:00Z,PT60M,21.8,0.13,60,81.4,21.5,0,0,0,0,0,0,55.0,98.7,0.0,1004.2,2014-08-22T22:00:00Z,249,2.7,143
2014-08-22T23:00:00Z,2014-08-22T22:00:00Z,PT60M,21.9,0.13,43,89.7,21.6,0,0,0,0,0,0,54.7,98.5,0.0,1003.8,2014-08-22T23:00:00Z,259,2.7,154
2014-08-23T00:00:00Z,2014-08-22T23:00:00Z,PT60M,22.0,0.13,8,92.2,21.7,0,0,0,0,0,0,54.4,98.3,0.0,1003.3,2014-08-23T00:00:00Z,268,2.7,161
2014-08-23T01:00:00Z,2014-08-23T00:00:00Z,PT60M,22.0,0.12,-33,92.6,21.7,0,0,0,0,0,0,54.0,98.2,0.0,1002.8,2014-08-23T01:00:00Z,273,2.6,157
2014-08-23T02:00:00Z,2014-08-23T01:00:00Z,PT60M,21.9,0.12,-56,92.2,21.6,0,0,0,0,0,0,53.3,98.2,0.0,1002.2,2014-08-23T02:00:00Z,273,2.3,147
2014-08-23T03:00:00Z,2014-08-23T02:00:00Z,PT60M,21.8,0.12,-66,91.3,21.5,0,0,0,0,0,0,52.7,98.2,0.0,1001.6,2014-08-23T03:00:00Z,274,2.0,134
2014-08-23T04:00:00Z,2014-08-23T03:00:00Z,PT60M,21.8,0.12,-72,92.1,21.5,0,0,0,0,0,0,52.2,98.3,0.0,1001.5,2014-08-23T04:00:00Z,272,1.8,120
2014-08-23T05:00:00Z,2014-08-23T04:00:00Z,PT60M,21.7,0.12,-76,82.9,21.5,0,0,0,0,0,0,51.9,98.4,0.0,1001.8,2014-08-23T05:00:00Z,267,1.7,106
2014-08-23T06:00:00Z,2014-08-23T05:00:00Z,PT60M,21.7,0.12,-78,72.7,21.5,4,0,0,4,4,4,51.6,98.5,0.0,1002.1,2014-08-23T06:00:00Z,262,1.6,91
2014-08-23T07:00:00Z,2014-08-23T06:00:00Z,PT60M,22.1,0.12,-79,70.9,21.7,45,0,0,45,45,45,51.4,97.5,0.0,1002.4,2014-08-23T07:00:00Z,257,1.7,77
2014-08-23T08:00:00Z,2014-08-23T07:00:00Z,PT60M,22.9,0.12,-80,52.3,22.1,195,0,0,195,194,195,51.3,95.4,0.0,1002.7,2014-08-23T08:00:00Z,254,2.0,62
2014-08-23T09:00:00Z,2014-08-23T08:00:00Z,PT60M,23.6,0.12,-80,46.2,22.5,319,45,33,353,351,369,51.3,93.4,0.0,1003.1,2014-08-23T09:00:00Z,251,2.3,47
2014-08-23T10:00:00Z,2014-08-23T09:00:00Z,PT60M,24.7,0.12,-78,29.9,22.7,495,96,81,576,572,597,51.3,88.4,0.0,1003.2,2014-08-23T10:00:00Z,251,2.5,33
2014-08-23T11:00:00Z,2014-08-23T10:00:00Z,PT60M,26.1,0.12,-70,39.0,22.6,544,33,30,574,571,578,51.2,81.1,0.0,1002.9,2014-08-23T11:00:00Z,252,2.6,18
2014-08-23T12:00:00Z,2014-08-23T11:00:00Z,PT60M,27.4,0.12,-18,73.8,22.5,259,0,0,259,259,259,51.2,74.5,0.0,1002.7,2014-08-23T12:00:00Z,253,2.8,7
2014-08-23T13:00:00Z,2014-08-23T12:00:00Z,PT60M,27.6,0.12,62,35.4,22.5,382,240,230,613,607,625,51.2,73.9,0.0,1002.2,2014-08-23T13:00:00Z,253,2.7,14
2014-08-23T14:00:00Z,2014-08-23T13:00:00Z,PT60M,26.5,0.12,76,41.6,22.6,483,13,11,495,494,497,51.1,79.3,0.0,1001.4,2014-08-23T14:00:00Z,253,2.4,28
2014-08-23T15:00:00Z,2014-08-23T14:00:00Z,PT60M,25.4,0.12,79,17.7,22.7,397,224,162,561,554,643,51.0,85.1,0.0,1000.6,2014-08-23T15:00:00Z,252,2.0,42
2014-08-23T16:00:00Z,2014-08-23T15:00:00Z,PT60M,24.5,0.12,80,13.8,22.7,240,287,168,409,401,560,51.1,89.7,0.0,1000.4,2014-08-23T16:00:00Z,251,1.8,57
2014-08-23T17:00:00Z,2014-08-23T16:00:00Z,PT60M,23.9,0.12,80,36.7,22.7,141,0,0,141,141,141,51.2,93.0,0.0,1000.8,2014-08-23T17:00:00Z,251,1.7,72
2014-08-23T18:00:00Z,2014-08-23T17:00:00Z,PT60M,23.2,0.12,78,5.6,22.6,29,32,3,32,31,36,51.4,96.4,0.0,1001.2,2014-08-23T18:00:00Z,251,1.6,86
2014-08-23T19:00:00Z,2014-08-23T18:00:00Z,PT60M,22.8,0.12,77,0.0,22.5,0,0,0,0,0,0,51.3,97.9,0.0,1001.7,2014-08-23T19:00:00Z,257,1.4,101
2014-08-23T20:00:00Z,2014-08-23T19:00:00Z,PT60M,22.7,0.12,74,0.0,22.3,0,0,0,0,0,0,50.9,97.5,0.0,1002.4,2014-08-23T20:00:00Z,272,1.1,115
2014-08-23T21:00:00Z,2014-08-23T20:00:00Z,PT60M,22.6,0.12,69,0.0,22.1,0,0,0,0,0,0,50.4,97.0,0.0,1003.1,2014-08-23T21:00:00Z,296,0.9,129
2014-08-23T22:00:00Z,2014-08-23T21:00:00Z,PT60M,22.6,0.12,60,0.0,22.1,0,0,0,0,0,0,50.3,96.9,0.0,1003.4,2014-08-23T22:00:00Z,302,1.0,143
2014-08-23T23:00:00Z,2014-08-23T22:00:00Z,PT60M,22.7,0.12,43,0.0,22.3,0,0,0,0,0,0,50.3,97.2,0.0,1003.2,2014-08-23T23:00:00Z,292,1.3,155
2014-08-24T00:00:00Z,2014-08-23T23:00:00Z,PT60M,22.8,0.12,7,0.0,22.4,0,0,0,0,0,0,50.4,97.5,0.0,1003.0,2014-08-24T00:00:00Z,286,1.7,161
2014-08-24T01:00:00Z,2014-08-24T00:00:00Z,PT60M,22.7,0.12,-34,0.0,22.4,0,0,0,0,0,0,50.3,97.9,0.0,1002.7,2014-08-24T01:00:00Z,283,1.8,158
2014-08-24T02:00:00Z,2014-08-24T01:00:00Z,PT60M,22.3,0.12,-56,10.8,22.1,0,0,0,0,0,0,50.1,98.5,0.0,1002.3,2014-08-24T02:00:00Z,283,1.7,147
2014-08-24T03:00:00Z,2014-08-24T02:00:00Z,PT60M,22.0,0.12,-67,47.0,21.8,0,0,0,0,0,0,49.9,99.1,0.0,1002.0,2014-08-24T03:00:00Z,282,1.6,134
2014-08-24T04:00:00Z,2014-08-24T03:00:00Z,PT60M,21.8,0.12,-72,51.8,21.7,0,0,0,0,0,0,49.7,99.5,0.0,1001.9,2014-08-24T04:00:00Z,283,1.5,120
2014-08-24T05:00:00Z,2014-08-24T04:00:00Z,PT60M,21.7,0.12,-76,59.4,21.7,0,0,0,0,0,0,49.6,99.6,0.0,1002.3,2014-08-24T05:00:00Z,284,1.5,106
2014-08-24T06:00:00Z,2014-08-24T05:00:00Z,PT60M,21.7,0.12,-78,69.6,21.7,5,0,0,5,5,6,49.4,99.8,0.0,1002.6,2014-08-24T06:00:00Z,286,1.4,91
2014-08-24T07:00:00Z,2014-08-24T06:00:00Z,PT60M,22.3,0.12,-80,21.5,21.9,107,63,20,127,126,179,49.4,98.1,0.0,1002.9,2014-08-24T07:00:00Z,284,1.4,76
2014-08-24T08:00:00Z,2014-08-24T07:00:00Z,PT60M,23.4,0.12,-80,9.2,22.5,192,375,178,370,360,613,49.5,94.8,0.0,1003.3,2014-08-24T08:00:00Z,280,1.4,62
2014-08-24T09:00:00Z,2014-08-24T08:00:00Z,PT60M,24.5,0.12,-80,1.3,23.0,183,662,449,633,618,881,49.6,91.7,0.0,1003.6,2014-08-24T09:00:00Z,276,1.4,47
2014-08-24T10:00:00Z,2014-08-24T09:00:00Z,PT60M,25.3,0.12,-78,3.2,23.3,241,667,562,803,788,925,49.9,88.6,0.0,1003.4,2014-08-24T10:00:00Z,277,1.3,32
