N/A,Solcast_site_5.615612_6.401852,N/A,0.0,6.4019,5.6156,116 
Date (MM/DD/YYYY),Time (HH:MM),Dry-bulb (C),Albedo (0-1),Azimuth (degree),cloudopacity (%),Dew-point (C),DHI (W/m^2),DNI (W/m^2),EBH (W/m^2),GHI (W/m^2),GTI fixed tilt (W/m^2),GTI tracking (W/m^2),Lprecip depth (mm),RelativeHumidity (%),SnowDepth (cm),Pressure (mbar),Wdir (degree),Wspd (m/s),Zenith (degree) 
06/27/2009,22:00,23.0,0.13,45,69.0,22.8,0,0,0,0,0,0,52.1,98.6,0.0,1003.3,205,1.4,136
06/27/2009,23:00,23.4,0.13,29,76.5,23.1,0,0,0,0,0,0,53.2,98.3,0.0,1003.3,201,1.6,145
06/28/2009,00:00,23.7,0.13,4,83.0,23.4,0,0,0,0,0,0,54.3,97.9,0.0,1003.4,199,1.8,150
06/28/2009,01:00,23.7,0.13,-22,83.0,23.4,0,0,0,0,0,0,54.9,98.0,0.0,1003.2,202,1.9,148
06/28/2009,02:00,23.3,0.13,-41,83.0,23.1,0,0,0,0,0,0,55.0,98.6,0.0,1002.9,210,1.8,140
06/28/2009,03:00,23.0,0.13,-53,82.7,22.8,0,0,0,0,0,0,55.2,99.1,0.0,1002.6,218,1.9,129
06/28/2009,04:00,22.8,0.13,-60,68.4,22.7,0,0,0,0,0,0,55.2,99.4,0.0,1002.5,223,1.8,116
06/28/2009,05:00,22.7,0.13,-64,78.5,22.6,0,0,0,0,0,0,55.2,99.4,0.0,1002.7,225,1.8,103
06/28/2009,06:00,22.7,0.13,-66,69.6,22.6,8,0,0,8,8,8,55.2,99.4,0.0,1002.8,227,1.7,90
06/28/2009,07:00,23.0,0.13,-67,45.7,22.8,88,0,0,88,88,88,55.1,99.0,0.0,1003.0,230,1.7,76
06/28/2009,08:00,23.5,0.13,-67,43.5,23.2,228,0,0,228,227,228,55.0,98.2,0.0,1003.3,233,1.8,62
06/28/2009,09:00,24.0,0.13,-64,46.1,23.5,319,0,0,319,318,319,54.8,97.4,0.0,1003.5,236,2.0,49
06/28/2009,10:00,24.8,0.13,-58,69.9,24.0,235,0,0,235,235,235,54.6,94.9,0.0,1003.5,237,2.1,36
06/28/2009,11:00,26.1,0.13,-42,29.3,24.5,500,140,127,628,619,636,54.3,90.8,0.0,1003.3,237,2.4,24
06/28/2009,12:00,27.4,0.13,-7,44.8,25.0,514,0,0,515,514,515,54.0,87.0,0.0,1003.1,237,2.6,18
06/28/2009,13:00,27.6,0.13,33,20.5,25.0,474,264,243,718,704,730,53.7,85.6,0.0,1002.7,237,2.8,21
06/28/2009,14:00,26.8,0.13,54,21.7,24.3,459,207,176,635,623,665,53.3,86.5,0.0,1002.1,237,2.8,32
06/28/2009,15:00,25.9,0.13,63,10.2,23.7,291,421,299,589,566,720,52.9,87.4,0.0,1001.5,238,2.8,44
06/28/2009,16:00,25.3,0.13,66,0.8,23.3,151,578,308,459,430,744,52.4,88.6,0.0,1001.3,238,2.7,58
06/28/2009,17:00,24.8,0.13,67,0.0,23.1,97,427,141,238,215,503,51.8,90.1,0.0,1001.3,238,2.4,71
06/28/2009,18:00,24.4,0.13,67,0.0,22.9,30,107,16,46,40,59,51.2,91.6,0.0,1001.4,237,2.2,85
06/28/2009,19:00,24.0,0.13,65,0.0,22.8,0,0,0,0,0,0,50.9,92.9,0.0,1001.6,237,2.0,99
06/28/2009,20:00,23.7,0.13,61,0.0,22.6,0,0,0,0,0,0,50.7,93.7,0.0,1002.2,238,2.1,112
06/28/2009,21:00,23.4,0.13,55,0.0,22.5,0,0,0,0,0,0,50.5,94.6,0.0,1002.7,238,2.1,125
06/28/2009,22:00,23.1,0.13,45,0.0,22.4,0,0,0,0,0,0,50.1,95.5,0.0,1002.9,235,2.1,136
06/28/2009,23:00,22.9,0.13,29,0.0,22.3,0,0,0,0,0,0,49.3,96.3,0.0,1002.6,228,2.0,146
06/29/2009,00:00,22.7,0.13,4,0.0,22.2,0,0,0,0,0,0,48.6,97.2,0.0,1002.4,220,1.9,150
06/29/2009,01:00,22.5,0.13,-22,0.0,22.1,0,0,0,0,0,0,48.1,97.7,0.0,1002.1,215,1.8,148
06/29/2009,02:00,22.4,0.13,-41,18.9,22.0,0,0,0,0,0,0,48.0,97.9,0.0,1001.9,215,1.7,140
06/29/2009,03:00,22.3,0.13,-53,52.0,21.9,0,0,0,0,0,0,47.8,98.1,0.0,1001.6,215,1.6,129
06/29/2009,04:00,22.2,0.13,-60,51.5,21.9,0,0,0,0,0,0,47.8,98.0,0.0,1001.6,216,1.6,116
06/29/2009,05:00,22.3,0.13,-64,58.0,21.9,0,0,0,0,0,0,47.9,97.6,0.0,1002.0,219,1.7,103
06/29/2009,06:00,22.4,0.13,-66,72.6,21.9,7,0,0,7,7,7,48.0,97.2,0.0,1002.4,222,1.7,90
06/29/2009,07:00,22.8,0.13,-67,38.6,22.0,95,0,0,95,94,95,48.1,95.1,0.0,1002.6,225,1.9,76
06/29/2009,08:00,23.6,0.13,-67,39.5,22.1,232,0,0,232,231,232,48.0,91.5,0.0,1002.7,229,2.3,62
06/29/2009,09:00,24.4,0.13,-64,47.5,22.3,305,0,0,305,304,305,48.0,88.1,0.0,1002.7,231,2.6,49
06/29/2009,10:00,25.1,0.13,-58,70.6,22.4,221,0,0,221,221,221,48.2,84.6,0.0,1002.7,231,2.8,36
06/29/2009,11:00,25.9,0.13,-42,57.3,22.4,373,0,0,373,372,373,48.8,81.0,0.0,1002.4,228,2.9,24
06/29/2009,12:00,26.6,0.13,-7,53.4,22.4,427,0,0,427,426,427,49.3,77.6,0.0,1002.2,226,3.0,18
06/29/2009,13:00,26.6,0.13,33,46.1,22.5,479,0,0,479,478,479,49.8,78.1,0.0,1001.9,223,3.0,21
06/29/2009,14:00,25.9,0.13,54,46.7,22.7,423,0,0,423,422,423,50.2,82.4,0.0,1001.6,220,3.0,31
06/29/2009,15:00,25.2,0.13,63,50.8,22.9,320,0,0,320,319,320,50.7,87.0,0.0,1001.2,216,2.9,44
06/29/2009,16:00,24.5,0.13,66,80.2,23.0,92,0,0,92,92,92,51.0,90.9,0.0,1001.2,212,2.8,58
06/29/2009,17:00,23.8,0.13,67,77.9,22.8,47,0,0,47,46,47,51.1,93.9,0.0,1001.4,209,2.7,71
06/29/2009,18:00,23.1,0.13,67,58.9,22.7,13,0,0,13,13,13,51.2,97.1,0.0,1001.6,205,2.6,85
06/29/2009,19:00,22.8,0.13,65,69.8,22.6,0,0,0,0,0,0,51.4,98.9,0.0,1002.1,202,2.5,99
06/29/2009,20:00,22.7,0.13,62,76.4,22.5,0,0,0,0,0,0,51.5,99.0,0.0,1002.8,201,2.4,112
06/29/2009,21:00,22.7,0.13,56,82.8,22.5,0,0,0,0,0,0,51.6,99.2,0.0,1003.5,200,2.2,125
06/29/2009,22:00,22.7,0.13,46,83.0,22.5,0,0,0,0,0,0,51.5,99.2,0.0,1003.7,200,2.1,136
06/29/2009,23:00,22.8,0.13,29,81.5,22.6,0,0,0,0,0,0,51.0,99.0,0.0,1003.5,202,1.9,146
06/30/2009,00:00,22.9,0.13,5,77.9,22.7,0,0,0,0,0,0,50.6,98.8,0.0,1003.2,203,1.8,150
06/30/2009,01:00,22.9,0.13,-21,82.9,22.7,0,0,0,0,0,0,50.5,98.7,0.0,1003.0,204,1.7,148
06/30/2009,02:00,22.7,0.13,-41,82.2,22.5,0,0,0,0,0,0,50.7,98.7,0.0,1002.7,203,1.6,140
06/30/2009,03:00,22.6,0.13,-53,83.0,22.4,0,0,0,0,0,0,50.9,98.8,0.0,1002.5,203,1.5,129
06/30/2009,04:00,22.5,0.13,-60,82.8,22.3,0,0,0,0,0,0,51.0,98.8,0.0,1002.5,203,1.4,117
06/30/2009,05:00,22.5,0.13,-64,76.2,22.3,0,0,0,0,0,0,51.0,98.8,0.0,1002.8,204,1.3,103
06/30/2009,06:00,22.5,0.13,-67,56.7,22.3,7,0,0,7,7,7,51.0,98.8,0.0,1003.1,206,1.2,90
06/30/2009,07:00,22.7,0.13,-67,44.4,22.4,93,0,0,93,92,93,51.0,98.1,0.0,1003.4,209,1.3,76
06/30/2009,08:00,23.2,0.13,-67,55.8,22.6,157,0,0,157,157,157,51.0,96.9,0.0,1003.6,213,1.7,62
06/30/2009,09:00,23.6,0.13,-64,61.2,22.8,235,0,0,235,234,235,51.0,95.6,0.0,1003.8,215,2.0,49
06/30/2009,10:00,24.1,0.13,-58,52.4,23.2,366,0,0,366,365,366,51.3,94.7,0.0,1003.7,214,2.1,36
06/30/2009,11:00,24.8,0.13,-42,54.0,23.8,405,0,0,405,403,405,51.8,94.1,0.0,1003.4,208,1.9,24
06/30/2009,12:00,25.5,0.13,-8,67.0,24.3,307,0,0,307,307,307,52.3,93.5,0.0,1003.0,202,1.7,18
06/30/2009,13:00,25.5,0.13,33,37.0,24.5,347,241,222,569,556,581,52.6,94.0,0.0,1002.7,201,1.7,21
06/30/2009,14:00,25.1,0.13,54,27.4,24.3,439,182,157,597,586,620,52.8,95.6,0.0,1002.3,205,1.9,31
06/30/2009,15:00,24.6,0.13,63,57.4,24.1,233,82,65,298,293,316,53.0,97.3,0.0,1002.0,209,2.1,44
06/30/2009,16:00,24.0,0.13,66,46.0,23.7,215,56,24,239,236,275,52.9,98.2,0.0,1001.9,212,2.2,58
06/30/2009,17:00,23.5,0.13,68,33.6,23.2,117,124,49,167,160,244,52.5,98.4,0.0,1002.1,214,2.2,71
06/30/2009,18:00,23.0,0.13,67,16.6,22.7,33,14,0,34,33,33,52.1,98.7,0.0,1002.3,216,2.1,85
06/30/2009,19:00,22.7,0.13,65,35.5,22.4,0,0,0,0,0,0,51.9,98.6,0.0,1002.7,217,1.8,99
06/30/2009,20:00,22.6,0.13,62,48.4,22.3,0,0,0,0,0,0,52.0,98.2,0.0,1003.4,214,1.1,112
06/30/2009,21:00,22.5,0.13,56,44.9,22.2,0,0,0,0,0,0,52.0,97.8,0.0,1004.0,204,0.5,125
06/30/2009,22:00,22.5,0.13,46,48.0,22.2,0,0,0,0,0,0,52.1,97.7,0.0,1004.1,214,0.2,136
06/30/2009,23:00,22.6,0.13,29,67.8,22.3,0,0,0,0,0,0,52.2,97.9,0.0,1003.6,255,0.4,146
07/01/2009,00:00,22.7,0.13,5,83.0,22.4,0,0,0,0,0,0,52.3,98.1,0.0,1003.0,268,0.6,150
07/01/2015,01:00,23.2,0.12,-21,45.6,23.0,0,0,0,0,0,0,51.9,98.6,0.0,1003.4,239,1.5,148
07/01/2015,02:00,23.1,0.12,-41,51.0,22.8,0,0,0,0,0,0,51.8,98.1,0.0,1003.0,241,1.5,140
07/01/2015,03:00,23.0,0.12,-53,49.6,22.6,0,0,0,0,0,0,51.7,97.7,0.0,1002.6,242,1.6,129
07/01/2015,04:00,22.9,0.12,-60,11.3,22.5,0,0,0,0,0,0,51.7,97.5,0.0,1002.5,243,1.5,117
07/01/2015,05:00,22.9,0.12,-64,20.1,22.5,0,0,0,0,0,0,51.7,97.5,0.0,1002.8,241,1.4,103
07/01/2015,06:00,22.8,0.12,-67,10.4,22.4,11,22,1,13,12,12,51.8,97.6,0.0,1003.0,239,1.3,90
07/01/2015,07:00,23.1,0.12,-68,0.0,22.4,82,286,75,158,142,307,51.8,96.2,0.0,1003.3,238,1.4,76
07/01/2015,08:00,23.6,0.12,-67,0.1,22.5,136,530,248,384,357,689,51.8,93.5,0.0,1003.6,237,1.7,62
07/01/2015,09:00,24.2,0.12,-64,31.5,22.6,290,174,104,395,385,473,51.7,90.9,0.0,1003.9,237,2.0,49
07/01/2015,10:00,24.8,0.12,-58,30.4,23.0,472,74,62,535,529,548,51.9,89.8,0.0,1003.9,239,2.5,36
07/01/2015,11:00,25.4,0.12,-42,9.3,23.7,324,530,488,812,786,835,52.3,90.2,0.0,1003.5,242,3.1,24
07/01/2015,12:00,26.1,0.12,-8,22.6,24.4,426,304,289,717,701,718,52.6,90.5,0.0,1003.2,244,3.7,18
07/01/2015,13:00,26.1,0.12,33,26.7,24.4,414,265,251,665,652,668,52.9,90.2,0.0,1002.6,244,3.7,21
07/01/2015,14:00,25.6,0.12,54,31.0,23.8,491,79,66,557,552,571,53.1,89.4,0.0,1002.0,241,3.1,31
07/01/2015,15:00,25.1,0.12,63,25.9,23.1,379,151,114,493,484,534,53.2,88.7,0.0,1001.3,237,2.5,44
07/01/2015,16:00,24.7,0.12,66,33.0,22.8,295,21,11,307,304,320,53.4,89.3,0.0,1001.1,234,2.2,58
07/01/2015,17:00,24.2,0.12,68,30.3,22.7,158,24,8,166,164,186,53.7,91.4,0.0,1001.3,232,2.1,71
07/01/2015,18:00,23.7,0.12,67,10.5,22.6,37,12,0,38,36,36,54.0,93.6,0.0,1001.5,231,2.0,85
07/01/2015,19:00,23.4,0.12,65,0.0,22.6,0,0,0,0,0,0,54.2,95.1,0.0,1001.9,228,1.9,99
07/01/2015,20:00,23.2,0.12,62,0.0,22.5,0,0,0,0,0,0,54.3,95.9,0.0,1002.6,223,1.8,112
07/01/2015,21:00,23.0,0.12,56,0.0,22.4,0,0,0,0,0,0,54.4,96.6,0.0,1003.3,218,1.6,125
07/01/2015,22:00,22.9,0.12,46,0.0,22.4,0,0,0,0,0,0,54.6,97.3,0.0,1003.6,218,1.6,136
07/01/2015,23:00,22.8,0.12,29,36.8,22.5,0,0,0,0,0,0,54.8,97.9,0.0,1003.5,225,1.6,146
07/02/2015,00:00,22.8,0.12,5,64.8,22.6,0,0,0,0,0,0,55.1,98.5,0.0,1003.4,232,1.6,150
07/02/2015,01:00,22.8,0.13,-21,70.9,22.5,0,0,0,0,0,0,55.4,98.4,0.0,1003.1,234,1.6,148
07/02/2015,02:00,22.7,0.13,-41,70.4,22.3,0,0,0,0,0,0,55.7,97.6,0.0,1002.6,231,1.6,140
07/02/2015,03:00,22.7,0.13,-53,69.9,22.2,0,0,0,0,0,0,56.1,96.8,0.0,1002.2,229,1.6,129
07/02/2015,04:00,22.7,0.13,-60,70.4,22.1,0,0,0,0,0,0,56.4,96.7,0.0,1002.1,228,1.5,117
07/02/2015,05:00,22.6,0.13,-64,80.5,22.2,0,0,0,0,0,0,56.7,97.3,0.0,1002.5,230,1.3,103
07/02/2015,06:00,22.6,0.13,-67,89.5,22.3,2,0,0,2,2,2,57.1,97.9,0.0,1002.9,233,1.1,90
07/02/2015,07:00,22.7,0.13,-68,83.5,22.4,21,0,0,21,21,21,57.4,97.9,0.0,1003.3,240,1.2,76
07/02/2015,08:00,23.0,0.13,-67,90.4,22.6,33,0,0,33,33,33,57.7,97.2,0.0,1003.7,247,1.5,62
07/02/2015,09:00,23.3,0.13,-65,95.2,22.7,27,0,0,27,27,27,57.9,96.6,0.0,1004.1,251,1.9,49
07/02/2015,10:00,24.0,0.13,-58,91.7,23.2,63,0,0,63,63,63,58.5,95.5,0.0,1004.0,254,2.2,36
07/02/2015,11:00,25.0,0.13,-43,83.9,24.0,138,0,0,138,138,138,59.3,94.0,0.0,1003.3,255,2.5,24
07/02/2015,12:00,26.1,0.13,-8,72.8,24.8,247,0,0,247,246,247,60.1,92.5,0.0,1002.6,256,2.7,17
07/02/2015,13:00,26.3,0.13,33,66.2,25.0,296,0,0,296,295,296,60.5,92.6,0.0,1001.9,254,2.8,21
07/02/2015,14:00,25.7,0.13,54,53.4,24.7,367,0,0,367,366,367,60.5,94.2,0.0,1001.2,251,2.7,31
07/02/2015,15:00,25.1,0.13,63,50.8,24.4,313,0,0,313,312,313,60.5,95.9,0.0,1000.5,247,2.5,44
07/02/2015,16:00,24.6,0.13,66,47.4,24.1,228,0,0,228,227,228,60.7,97.1,0.0,1000.3,244,2.4,58
07/02/2015,17:00,24.2,0.13,68,44.0,23.9,124,0,0,124,123,124,60.9,97.8,0.0,1000.7,242,2.3,71
07/02/2015,18:00,23.9,0.13,67,67.9,23.6,22,0,0,22,22,22,61.2,98.5,0.0,1001.1,240,2.2,85
07/02/2015,19:00,23.6,0.13,65,92.8,23.4,0,0,0,0,0,0,61.4,98.8,0.0,1001.7,237,2.0,99
07/02/2015,20:00,23.4,0.13,62,86.4,23.2,0,0,0,0,0,0,61.6,98.8,0.0,1002.4,233,1.9,112
07/02/2015,21:00,23.3,0.13,56,81.7,23.1,0,0,0,0,0,0,61.8,98.8,0.0,1003.2,229,1.8,125
07/02/2015,22:00,23.3,0.13,46,89.2,23.1,0,0,0,0,0,0,61.6,98.6,0.0,1003.4,226,1.7,136
07/02/2015,23:00,23.5,0.13,29,95.4,23.2,0,0,0,0,0,0,61.2,98.2,0.0,1003.3,224,1.5,146
07/03/2015,00:00,23.7,0.13,5,96.5,23.3,0,0,0,0,0,0,60.7,97.8,0.0,1003.1,223,1.4,150
07/03/2015,01:00,23.6,0.13,-21,97.9,23.3,0,0,0,0,0,0,60.5,97.9,0.0,1002.8,221,1.5,148
07/03/2015,02:00,23.3,0.13,-41,82.9,23.1,0,0,0,0,0,0,60.6,98.5,0.0,1002.4,219,1.7,140
07/03/2015,03:00,23.0,0.13,-53,64.2,22.9,0,0,0,0,0,0,60.6,99.1,0.0,1002.1,217,1.9,129
07/03/2015,04:00,22.9,0.13,-60,69.7,22.8,0,0,0,0,0,0,60.6,99.4,0.0,1002.0,217,2.0,117
07/03/2015,05:00,22.8,0.13,-64,59.7,22.7,0,0,0,0,0,0,60.6,99.4,0.0,1002.3,216,1.9,104
07/03/2015,06:00,22.8,0.13,-67,46.8,22.7,8,0,0,8,8,8,60.5,99.4,0.0,1002.5,216,1.9,90
07/03/2015,07:00,22.9,0.13,-68,40.1,22.8,96,0,0,96,96,96,60.5,99.3,0.0,1002.9,215,1.9,76
07/03/2015,08:00,23.2,0.13,-67,48.3,23.0,199,0,0,199,199,199,60.4,99.0,0.0,1003.4,214,1.9,62
07/03/2015,09:00,23.4,0.13,-65,41.3,23.2,345,14,10,355,353,359,60.4,98.7,0.0,1003.9,213,2.0,49
07/03/2015,10:00,23.9,0.13,-58,5.9,23.6,230,623,511,741,711,840,60.1,97.8,0.0,1004.0,215,2.1,36
07/03/2015,11:00,24.8,0.13,-43,19.3,24.1,394,355,319,713,694,739,59.5,96.2,0.0,1003.6,218,2.2,24
07/03/2015,12:00,25.6,0.13,-8,68.5,24.7,293,0,0,293,292,293,59.0,94.7,0.0,1003.3,222,2.4,17
07/03/2015,13:00,25.8,0.13,33,57.2,24.9,390,0,0,390,388,390,58.8,94.8,0.0,1002.8,223,2.5,21
07/03/2015,14:00,25.4,0.13,54,64.1,24.8,298,0,0,298,297,298,59.0,96.4,0.0,1002.2,223,2.5,31
07/03/2015,15:00,25.1,0.13,63,53.7,24.8,303,0,0,303,302,303,59.2,98.1,0.0,1001.7,222,2.5,44
07/03/2015,16:00,24.6,0.13,67,32.6,24.4,311,9,4,316,314,323,59.3,98.9,0.0,1001.5,222,2.6,57
07/03/2015,17:00,24.1,0.13,68,35.4,23.9,156,1,0,157,157,158,59.3,98.9,0.0,1001.9,224,2.6,71
07/03/2015,18:00,23.6,0.13,67,34.9,23.4,34,43,4,40,37,39,59.3,98.8,0.0,1002.2,225,2.6,85
07/03/2015,19:00,23.3,0.13,65,49.5,23.1,0,0,0,0,0,0,59.3,99.0,0.0,1002.8,225,2.4,99
07/03/2015,20:00,23.1,0.13,62,53.8,23.0,0,0,0,0,0,0,59.3,99.3,0.0,1003.6,224,2.2,112
07/03/2015,21:00,23.1,0.13,56,47.3,23.0,0,0,0,0,0,0,59.4,99.6,0.0,1004.5,222,1.9,125
07/03/2015,22:00,23.2,0.13,46,51.4,23.1,0,0,0,0,0,0,59.2,99.3,0.0,1004.7,222,1.7,136
07/03/2015,23:00,23.5,0.13,29,51.0,23.2,0,0,0,0,0,0,58.9,98.5,0.0,1004.3,224,1.7,146
07/04/2015,00:00,23.8,0.13,5,50.6,23.4,0,0,0,0,0,0,58.6,97.6,0.0,1004.0,226,1.6,150
07/04/2015,01:00,23.8,0.13,-21,50.0,23.4,0,0,0,0,0,0,58.2,97.5,0.0,1003.5,229,1.6,148
07/04/2015,02:00,23.4,0.13,-41,55.2,23.1,0,0,0,0,0,0,57.7,98.3,0.0,1002.9,231,1.7,140
07/04/2015,03:00,23.1,0.13,-53,64.4,22.9,0,0,0,0,0,0,57.2,99.0,0.0,1002.3,233,1.7,129
07/04/2015,04:00,22.9,0.13,-60,69.4,22.8,0,0,0,0,0,0,56.9,99.4,0.0,1002.1,235,1.7,117
07/04/2015,05:00,22.9,0.13,-64,68.2,22.8,0,0,0,0,0,0,56.8,99.4,0.0,1002.3,235,1.6,104
07/04/2015,06:00,22.9,0.13,-67,69.9,22.8,6,0,0,6,6,6,56.6,99.4,0.0,1002.5,236,1.5,90
07/04/2015,07:00,23.2,0.13,-68,57.8,22.9,70,0,0,70,70,70,56.6,98.3,0.0,1002.7,239,1.5,76
07/04/2015,08:00,23.8,0.13,-67,71.1,23.2,109,0,0,109,109,109,56.6,96.2,0.0,1003.1,243,1.7,62
07/04/2015,09:00,24.4,0.13,-65,77.4,23.4,138,0,0,138,138,138,56.7,94.2,0.0,1003.4,246,2.0,49
07/04/2015,10:00,25.1,0.13,-58,70.2,23.8,230,0,0,230,230,230,56.8,92.5,0.0,1003.5,247,2.2,36
07/04/2015,11:00,25.9,0.13,-43,56.6,24.3,388,0,0,388,387,388,57.0,91.2,0.0,1003.3,247,2.3,24
07/04/2015,12:00,26.6,0.13,-8,61.3,24.8,362,0,0,362,361,362,57.2,89.9,0.0,1003.1,247,2.5,17
07/04/2015,13:00,26.7,0.13,33,69.3,24.9,279,0,0,279,278,279,57.4,89.8,0.0,1002.7,248,2.4,21
07/04/2015,14:00,26.0,0.13,54,52.4,24.4,389,0,0,389,388,389,57.7,90.9,0.0,1002.1,249,2.1,31
07/04/2015,15:00,25.3,0.13,63,64.6,23.9,238,0,0,238,237,238,58.0,92.1,0.0,1001.5,251,1.7,44
07/04/2015,16:00,24.7,0.13,67,59.2,23.6,189,0,0,189,189,189,58.1,93.6,0.0,1001.2,252,1.6,57
07/04/2015,17:00,24.2,0.13,68,38.6,23.5,143,5,0,144,143,147,57.9,95.6,0.0,1001.2,253,1.7,71
07/04/2015,18:00,23.8,0.13,67,9.9,23.4,37,45,6,43,40,43,57.7,97.6,0.0,1001.3,253,1.7,85
07/04/2015,19:00,23.4,0.13,65,0.0,23.2,0,0,0,0,0,0,57.5,98.8,0.0,1001.6,253,1.6,99
07/04/2015,20:00,23.2,0.13,62,26.4,23.0,0,0,0,0,0,0,57.4,99.0,0.0,1002.3,253,1.4,112
07/04/2015,21:00,23.0,0.13,56,54.3,22.9,0,0,0,0,0,0,57.2,99.3,0.0,1003.0,252,1.1,125
07/04/2015,22:00,23.1,0.13,46,52.5,23.0,0,0,0,0,0,0,56.9,99.0,0.0,1003.2,241,0.8,136
07/04/2015,23:00,23.6,0.13,30,52.0,23.3,0,0,0,0,0,0,56.5,98.2,0.0,1002.9,214,0.8,146
07/05/2015,00:00,24.1,0.13,5,52.0,23.6,0,0,0,0,0,0,56.1,97.4,0.0,1002.6,187,0.9,150
07/05/2015,01:00,24.1,0.13,-21,51.4,23.7,0,0,0,0,0,0,55.9,97.4,0.0,1002.2,177,1.0,148
07/05/2015,02:00,23.7,0.13,-41,48.3,23.4,0,0,0,0,0,0,55.9,98.0,0.0,1001.7,177,0.9,140
07/05/2015,03:00,23.4,0.13,-53,68.1,23.2,0,0,0,0,0,0,55.9,98.6,0.0,1001.3,177,0.9,129
07/05/2015,04:00,23.2,0.13,-60,69.0,23.0,0,0,0,0,0,0,55.9,99.0,0.0,1001.2,179,0.9,117
07/05/2015,05:00,23.1,0.13,-64,77.0,23.0,0,0,0,0,0,0,55.9,99.2,0.0,1001.4,182,0.8,104
07/05/2015,06:00,23.1,0.13,-67,72.3,23.0,6,0,0,6,6,6,56.0,99.3,0.0,1001.6,186,0.7,90
07/05/2015,07:00,23.3,0.13,-68,40.6,23.1,88,0,0,88,88,88,56.0,99.0,0.0,1002.0,191,0.7,76
07/05/2015,08:00,23.7,0.13,-67,63.0,23.4,141,0,0,141,141,141,56.0,98.2,0.0,1002.4,195,0.8,63
07/05/2015,09:00,24.0,0.13,-65,72.8,23.6,169,0,0,169,168,169,56.1,97.4,0.0,1002.8,199,0.8,49
07/05/2015,10:00,24.5,0.13,-59,41.0,23.8,456,0,0,456,455,456,56.1,96.4,0.0,1002.9,203,0.9,36
07/05/2015,11:00,25.0,0.13,-43,59.4,24.1,359,0,0,359,358,359,56.0,95.2,0.0,1002.5,208,1.1,24
07/05/2015,12:00,25.5,0.13,-8,48.7,24.4,480,0,0,480,479,480,55.8,94.0,0.0,1002.1,211,1.2,17
07/05/2015,13:00,25.7,0.13,33,36.0,24.6,558,28,26,585,582,587,55.7,94.0,0.0,1001.6,214,1.3,21
07/05/2015,14:00,25.6,0.13,54,18.0,24.7,408,315,267,675,658,721,55.6,95.0,0.0,1000.8,218,1.3,31
07/05/2015,15:00,25.5,0.13,63,13.0,24.8,302,396,279,583,561,707,55.5,96.1,0.0,1000.0,222,1.3,44
07/05/2015,16:00,25.2,0.13,67,1.0,24.7,139,620,334,473,443,773,55.4,96.8,0.0,999.6,227,1.2,57
07/05/2015,17:00,24.8,0.13,68,6.5,24.3,114,353,121,235,217,456,55.4,97.1,0.0,999.8,235,1.2,71
07/05/2015,18:00,24.3,0.13,67,49.1,23.9,29,42,7,37,34,51,55.4,97.5,0.0,999.9,242,1.2,85
07/05/2015,19:00,24.1,0.13,66,74.3,23.7,0,0,0,0,0,0,55.3,97.8,0.0,1000.4,241,1.2,99
07/05/2015,20:00,23.9,0.13,62,56.2,23.6,0,0,0,0,0,0,55.1,98.2,0.0,1001.1,232,1.1,112
07/05/2015,21:00,23.9,0.13,56,50.9,23.6,0,0,0,0,0,0,54.9,98.6,0.0,1001.9,223,1.1,125
07/05/2015,22:00,23.9,0.13,46,52.0,23.7,0,0,0,0,0,0,54.4,98.8,0.0,1002.1,219,1.1,136
07/05/2015,23:00,24.1,0.13,30,51.1,23.9,0,0,0,0,0,0,53.5,98.8,0.0,1001.9,221,1.1,146
07/06/2015,00:00,24.2,0.13,5,51.6,24.0,0,0,0,0,0,0,52.7,98.8,0.0,1001.6,224,1.0,150
07/06/2015,01:00,24.2,0.12,-21,52.0,24.0,0,0,0,0,0,0,52.1,98.9,0.0,1001.2,225,1.1,148
07/06/2015,02:00,23.9,0.12,-41,24.8,23.8,0,0,0,0,0,0,51.8,99.0,0.0,1000.8,225,1.3,140
07/06/2015,03:00,23.7,0.12,-53,0.0,23.6,0,0,0,0,0,0,51.5,99.2,0.0,1000.3,225,1.6,129
07/06/2015,04:00,23.6,0.12,-60,0.0,23.4,0,0,0,0,0,0,51.4,99.2,0.0,1000.2,227,1.6,117
07/06/2015,05:00,23.5,0.12,-64,7.7,23.3,0,0,0,0,0,0,51.6,99.2,0.0,1000.5,230,1.6,104
07/06/2015,06:00,23.4,0.12,-67,62.7,23.2,8,11,1,9,9,10,51.7,99.1,0.0,1000.8,234,1.5,90
07/06/2015,07:00,23.6,0.12,-68,13.7,23.4,102,177,36,138,129,204,51.7,98.7,0.0,1001.2,237,1.5,76
07/06/2015,08:00,24.1,0.12,-67,25.8,23.8,155,288,150,306,291,454,51.8,97.8,0.0,1001.5,237,1.7,63
07/06/2015,09:00,24.7,0.12,-65,0.0,24.1,129,744,490,618,584,867,51.8,96.9,0.0,1001.9,238,1.8,49
07/06/2015,10:00,25.7,0.12,-59,0.6,24.6,154,784,635,788,753,917,51.7,93.6,0.0,1001.9,235,1.8,36
07/06/2015,11:00,27.3,0.12,-43,9.9,25.2,316,556,504,819,793,854,51.4,88.2,0.0,1001.7,229,1.7,24
